1043,SUCCESS,exec4,10,0,2.016,2.116,0
376,SUCCESS,exec4,10,0,2.0217,4.1377,0
801,SUCCESS,exec4,10,0,2.038,6.1757,0
910,SUCCESS,exec4,10,0,2.0388,8.2145,0
120,SUCCESS,exec4,10,0,2.054,10.2685,0
1112,SUCCESS,exec4,10,0,2.0522,12.3207,0
1311,SUCCESS,exec4,10,0,2.0533,14.374,0
893,SUCCESS,exec4,10,0,2.0625,16.4365,0
1373,SUCCESS,exec4,10,0,2.064,18.5005,0
192,SUCCESS,exec4,10,0,2.086,20.5865,0
1899,SUCCESS,exec4,10,0,2.0967,22.6832,0
295,SUCCESS,exec4,10,0,2.108,24.7912,0
876,SUCCESS,exec4,10,0,2.1085,26.8997,0
562,SUCCESS,exec4,10,0,2.1123,29.012,0
1764,SUCCESS,exec4,10,0,2.114,31.126,0
898,SUCCESS,exec4,10,0,2.128,33.254,0
1191,SUCCESS,exec4,10,0,2.1292,35.3832,0
1814,SUCCESS,exec4,10,0,2.194,37.5772,0
294,SUCCESS,exec4,10,0,2.1453,39.7225,0
793,SUCCESS,exec4,10,0,2.1455,41.868,0
715,SUCCESS,exec4,10,0,2.1497,44.0177,0
1285,SUCCESS,exec4,10,0,2.1485,46.1662,0
1994,SUCCESS,exec4,10,0,2.238,48.4042,0
143,SUCCESS,exec4,10,0,2.1703,50.5745,0
136,SUCCESS,exec4,10,0,2.173,52.7475,0
68,SUCCESS,exec4,10,0,2.1813,54.9288,0
1897,SUCCESS,exec4,10,0,2.1978,57.1267,0
921,SUCCESS,exec4,10,0,2.2,59.3267,0
1341,SUCCESS,exec4,10,0,2.203,61.5297,0
91,SUCCESS,exec4,10,0,2.2042,63.7338,0
658,SUCCESS,exec4,10,0,2.225,65.9588,0
951,SUCCESS,exec4,10,0,2.226,68.1848,0
1064,SUCCESS,exec4,10,0,2.234,70.4188,0
1358,SUCCESS,exec4,10,0,2.242,72.6608,0
1529,SUCCESS,exec4,10,0,2.2697,74.9305,0
1691,SUCCESS,exec4,10,0,2.286,77.2165,0
1793,SUCCESS,exec4,10,0,2.3053,79.5218,0
1910,SUCCESS,exec4,10,0,2.3133,81.8352,0
1576,SUCCESS,exec4,10,0,2.334,84.1692,0
751,SUCCESS,exec4,10,0,2.3395,86.5087,0
1866,SUCCESS,exec4,10,0,2.3547,88.8633,0
1388,SUCCESS,exec4,10,0,2.381,91.2443,0
495,SUCCESS,exec4,10,0,2.3682,93.6125,0
122,SUCCESS,exec4,10,0,2.3713,95.9838,0
1638,SUCCESS,exec4,10,0,2.374,98.3578,0
1150,SUCCESS,exec4,10,0,2.469,100.8268,0
1662,SUCCESS,exec4,10,0,2.4073,103.2342,0
1877,SUCCESS,exec4,10,0,2.4115,105.6457,0
1396,SUCCESS,exec4,10,0,2.4187,108.0643,0
1484,SUCCESS,exec4,10,0,2.4182,110.4825,0
11,SUCCESS,exec4,10,0,2.432,112.9145,0
354,SUCCESS,exec4,10,0,2.455,115.3695,0
436,SUCCESS,exec4,10,0,2.4622,117.8317,0
1739,SUCCESS,exec4,10,0,2.4625,120.2942,0
1268,SUCCESS,exec4,10,0,2.4667,122.7608,0
1315,SUCCESS,exec4,10,0,2.4872,125.248,0
1728,SUCCESS,exec4,10,0,2.4915,127.7395,0
739,SUCCESS,exec4,10,0,2.4927,130.2322,0
1103,SUCCESS,exec4,10,0,2.5047,132.7368,0
1786,SUCCESS,exec4,10,0,2.521,135.2578,0
1201,SUCCESS,exec4,10,0,2.537,137.7948,0
1744,SUCCESS,exec4,10,0,2.5405,140.3353,0
825,SUCCESS,exec4,10,0,2.5475,142.8828,0
2021,SUCCESS,exec4,10,0,2.548,145.4308,0
697,SUCCESS,exec4,10,0,2.5483,147.9792,0
363,SUCCESS,exec4,10,0,2.5602,150.5393,0
1319,SUCCESS,exec4,10,0,2.568,153.1073,0
1253,SUCCESS,exec4,10,0,2.6398,155.7472,0
721,SUCCESS,exec4,10,0,2.6007,158.3478,0
391,SUCCESS,exec4,10,0,2.6273,160.9752,0
1674,SUCCESS,exec4,10,0,2.639,163.6142,0
1434,SUCCESS,exec4,10,0,2.6575,166.2717,0
254,SUCCESS,exec4,10,0,2.667,168.9387,0
1560,SUCCESS,exec4,10,0,2.6705,171.6092,0
533,SUCCESS,exec4,10,0,2.673,174.2822,0
494,SUCCESS,exec4,10,0,2.6765,176.9587,0
1455,SUCCESS,exec4,10,0,2.6817,179.6403,0
472,SUCCESS,exec4,10,0,2.6845,182.3248,0
2025,SUCCESS,exec4,10,0,2.6955,185.0203,0
600,SUCCESS,exec4,10,0,2.6977,187.718,0
1537,SUCCESS,exec4,10,0,2.7072,190.4252,0
883,SUCCESS,exec4,10,0,2.717,193.1422,0
814,SUCCESS,exec4,10,0,2.723,195.8652,0
227,SUCCESS,exec4,10,0,2.7272,198.5923,0
